Distance (µm),Fe Ox%,
0,6.894197,
1.01497113167711,6.818084,
2.02994226335424,6.90971,
3.04491339503135,6.888524,
4.05988452670847,6.816034,
5.07485565838559,6.820507,
6.08982679006271,6.902324,
7.10479792173982,6.893134,
8.11976905341694,6.953718,
9.13474018509407,6.853233,
10.1497113167712,6.867178,
11.1646824484483,6.888864,
12.1796535801254,6.89371,
13.1946247118025,6.921871,
14.2095958434797,6.85187,
15.2245669751568,6.785341,
16.2395381068339,6.905919,
17.254509238511,6.859799,
18.2694803701881,6.936317,
19.2844515018652,6.895531,
20.2994226335423,6.855957,
21.3143937652195,6.809706,
22.3293648968966,6.845819,
23.3443360285737,6.793188,
24.3593071602508,6.856781,
25.3742782919279,6.738035,
26.3892494236051,6.617092,
27.4042205552822,6.649127,
28.4191916869593,6.875143,
29.4341628186364,6.851187,
30.4491339503135,6.902357,
31.4641050819907,6.833511,
32.4790762136678,6.82971,
33.4940473453449,6.861325,
34.509018477022,6.849906,
35.5239896086991,6.872418,
36.5389607403762,6.863324,
37.5539318720533,6.888653,
38.5689030037305,6.891174,
39.5838741354076,6.83865,
40.5988452670847,6.956092,
41.6138163987618,6.949912,
42.6287875304389,6.903049,
43.6437586621161,6.883464,
44.6587297937932,6.922319,
45.6737009254703,6.942536,
46.6886720571474,6.858605,
47.7036431888245,6.87967,
48.7186143205016,6.810184,
49.7335854521788,6.848636,
50.7485565838559,6.917888,
51.763527715533,6.807269,
52.7784988472101,6.909426,
53.7934699788872,6.941183,
54.8084411105643,6.884644,
55.8234122422415,6.851323,
56.8383833739186,6.936009,
57.8533545055957,6.891978,
58.8683256372728,6.89609,
59.8832967689499,6.953763,
60.8982679006271,6.91893,
61.9132390323042,6.952965,
62.9282101639813,7.061789,
63.9431812956584,6.810353,
64.9581524273355,6.450812,
65.9731235590126,6.036191,
66.9880946906898,4.904222,
68.0030658223669,3.562729,
69.018036954044,5.10817,
70.0330080857211,5.676569,
71.0479792173983,5.411764,
72.0629503490754,1.753729,
73.0779214807525,0.771953,
74.0928926124296,1.079599,
75.1078637441067,2.095957,
76.1228348757839,4.349889,
77.137806007461,7.573899,
78.1527771391381,11.21644,
79.1677482708152,13.90229,
80.1827194024923,18.15561,
81.1976905341694,20.75471,
82.2126616658465,20.72871,
83.2276327975237,20.93252,
84.2426039292008,20.81249,
85.2575750608779,20.78918,
86.272546192555,20.69785,
87.2875173242321,20.8162,
88.3024884559093,20.70845,
89.3174595875864,19.54964,
90.3324307192635,14.70606,
91.3474018509406,5.914604,
92.3623729826177,4.014188,
93.3773441142948,4.074152,
94.392315245972,5.295954,
95.4072863776491,8.138236,
96.4222575093262,11.07332,
97.4372286410033,12.73962,
98.4521997726804,13.63075,
99.4671709043576,14.83326,
100.482142036035,16.28627,
101.497113167712,17.12654,
102.512084299389,17.96181,
103.527055431066,18.62574,
104.542026562743,19.57331,
105.55699769442,19.5761,
106.571968826097,19.69158,
107.586939957775,19.54872,
108.601911089452,15.58902,
109.616882221129,11.45634,
110.631853352806,8.208517,
111.646824484483,6.565364,
112.66179561616,5.578844,
113.676766747837,6.114896,
114.691737879514,12.53595,
115.706709011191,13.94894,
116.721680142869,14.19408,
117.736651274546,14.11678,
118.751622406223,14.1453,
119.7665935379,14.14877,
120.781564669577,14.21064,
121.796535801254,14.15951,
122.811506932931,14.2379,
123.826478064608,14.17756,
124.841449196286,14.12539,
125.856420327963,14.13001,
126.87139145964,14.17841,
127.886362591317,14.19485,
128.901333722994,14.13417,
129.916304854671,14.23044,
130.931275986348,14.18414,
131.946247118025,14.16062,
132.961218249702,14.13615,
133.97618938138,14.11746,
134.991160513057,14.16673,
136.006131644734,14.17253,
137.021102776411,14.12511,
138.036073908088,14.18254,
139.051045039765,14.27227,
140.066016171442,14.13445,
141.080987303119,14.25351,
142.095958434797,14.2627,
143.110929566474,14.17777,
144.125900698151,14.11624,
145.140871829828,14.18137,
146.155842961505,14.16448,
147.170814093182,14.1839,
148.185785224859,14.10964,
149.200756356536,14.20546,
150.215727488213,14.16191,
151.230698619891,14.14187,
