Distance (µm),Ca Ox%,
0,17.05473,
0.410250997383436,17.04795,
0.820501994766882,17.05135,
1.23075299215032,17.08666,
1.64100398953375,17.0456,
2.0512549869172,17.08786,
2.46150598430064,17.08806,
2.87175698168408,17.03081,
3.28200797906752,17.13203,
3.69225897645096,17.18764,
4.10250997383439,17.11222,
4.51276097121784,17.11616,
4.92301196860127,17.05,
5.33326296598471,17.02006,
5.74351396336816,17.06789,
6.1537649607516,17.09071,
6.56401595813503,16.98733,
6.97426695551848,17.10073,
7.38451795290191,17.10209,
7.79476895028535,17.07447,
8.2050199476688,17.13729,
8.61527094505223,17.05183,
9.02552194243567,17.10649,
9.4357729398191,17.05588,
9.84602393720255,17.11455,
10.256274934586,17.09409,
10.6665259319694,17.12766,
11.0767769293529,17.14663,
11.4870279267363,17.08632,
11.8972789241197,17.13845,
12.3075299215032,17.08221,
12.7177809188866,17.10303,
13.1280319162701,17.06272,
13.5382829136535,17.08086,
13.9485339110369,17.19403,
14.3587849084204,17.07763,
14.7690359058038,17.08558,
15.1792869031873,17.123,
15.5895379005707,17.03349,
15.9997888979541,17.06692,
16.4100398953376,17.08053,
16.820290892721,17.01229,
17.2305418901045,17.02301,
17.6407928874879,17.10649,
18.0510438848713,17.15336,
18.4612948822548,17.10763,
18.8715458796382,17.0103,
19.2817968770217,17.03408,
19.6920478744051,17.01707,
20.1022988717885,16.99282,
20.512549869172,17.1333,
20.9228008665554,17.06697,
21.3330518639389,17.10525,
21.7433028613223,17.11022,
22.1535538587057,17.0069,
22.5638048560892,17.07545,
22.9740558534726,17.0928,
23.3843068508561,17.08083,
23.7945578482395,17.06127,
24.2048088456229,17.08311,
24.6150598430064,16.9844,
25.0253108403898,17.00971,
25.4355618377732,17.01592,
25.8458128351567,17.09271,
26.2560638325401,17.0557,
26.6663148299236,16.98476,
27.076565827307,17.04846,
27.4868168246905,17.11684,
27.8970678220739,17.14229,
28.3073188194573,17.04719,
28.7175698168408,17.06042,
29.1278208142242,16.98795,
29.5380718116077,17.10922,
29.9483228089911,17.08608,
30.3585738063745,17.01912,
30.768824803758,17.15203,
31.1790758011414,17.04118,
31.5893267985248,16.98322,
31.9995777959083,17.06144,
32.4098287932917,16.98477,
32.8200797906752,17.04628,
33.2303307880586,17.04099,
33.640581785442,16.99925,
34.0508327828255,17.02004,
34.4610837802089,17.02123,
34.8713347775924,17.06784,
35.2815857749758,16.9419,
35.6918367723593,16.97407,
36.1020877697427,16.99879,
36.5123387671261,17.00312,
36.9225897645096,17.02147,
37.332840761893,16.97952,
37.7430917592764,16.97098,
38.1533427566599,16.94223,
38.5635937540433,17.2516,
38.9738447514268,16.96991,
39.3840957488102,16.98847,
39.7943467461936,16.99219,
40.2045977435771,16.96554,
40.6148487409605,17.14941,
41.025099738344,17.11764,
41.4353507357274,17.10852,
41.8456017331108,17.07069,
42.2558527304943,17.06424,
42.6661037278777,17.1035,
43.0763547252611,17.10101,
43.4866057226446,17.0697,
43.896856720028,17.09588,
44.3071077174115,16.9594,
44.7173587147949,17.04634,
45.1276097121784,17.12032,
45.5378607095618,17.08672,
45.9481117069452,16.96055,
46.3583627043287,17.03505,
46.7686137017121,17.00793,
47.1788646990956,16.95687,
47.589115696479,16.98306,
47.9993666938624,16.95068,
48.4096176912459,16.99205,
48.8198686886293,16.94989,
49.2301196860127,16.8816,
49.6403706833962,17.0035,
50.0506216807796,16.89228,
50.4608726781631,17.06488,
50.8711236755465,17.26702,
51.2813746729299,17.01075,
51.6916256703134,17.11922,
52.1018766676968,17.03026,
52.5121276650803,17.01159,
52.9223786624637,16.98925,
53.3326296598471,16.9807,
53.7428806572306,17.00826,
54.153131654614,17.0146,
54.5633826519975,17.02814,
54.9736336493809,17.15481,
55.3838846467643,17.04082,
55.7941356441478,17.01266,
56.2043866415312,17.08544,
56.6146376389147,17.05868,
57.0248886362981,17.08821,
57.4351396336815,17.10113,
57.845390631065,17.08351,
58.2556416284484,17.05949,
58.6658926258319,17.00619,
59.0761436232153,17.03972,
59.4863946205987,17.04039,
59.8966456179822,17.05583,
60.3068966153656,17.07089,
60.7171476127491,17.08845,
61.1273986101325,17.02128,
